arrival_rate_rps,trial,policy,n_requests,mean_latency_s,p50_latency_s,p90_latency_s,mean_wait_s,p90_wait_s,mean_batch_size,mean_hetero_penalty,throughput_rps
0.2,11,lane_split_window,300,5.048620370356777,4.639193564572338,10.076442737639592,1.7984331830295048,5.599607673409937,1.4066666666666667,1.0175058317776666,0.20983709599521164
0.2,11,length_similarity_window,300,5.33254644237854,5.0710695357441296,10.240855689855609,2.145891234020138,6.303877623481389,1.2466666666666666,1.003847868472287,0.20983709599521164
0.2,11,full_rules_continuous,300,5.383854437488958,5.091256581197399,10.309490807698516,2.2192037266921845,6.466865474702433,1.2333333333333334,1.003610374844409,0.20983709599521164
0.2,12,fifo_mixed_window,300,6.0471521193092315,6.069548517626089,11.048167766635709,1.884372929742632,5.30328185445327,1.86,1.0475381958307273,0.24747579024464428
0.2,12,lane_split_window,300,5.848269009732484,5.559598865803984,11.22074880602301,2.357762896580132,6.148648116245937,1.5933333333333333,1.0289683867678314,0.2470254692784997
0.2,12,length_similarity_window,300,6.015598648585321,5.905991895571525,11.042614748996746,2.6474093463289745,6.9052530738004645,1.3266666666666667,1.0054070347654163,0.2468931383313348
0.2,12,full_rules_continuous,300,6.1286802736733295,5.971941895571561,11.692022320021474,2.7907901015381076,7.067161922323876,1.32,1.0048119019418986,0.2468931383313348
0.2,13,fifo_mixed_window,300,5.022147045685089,5.183,9.709500234371374,1.4686931707537976,4.5033110605005975,1.5733333333333333,1.029338163361942,0.20729773161123138
0.2,13,lane_split_window,300,5.087250018438797,4.866275504232021,9.409195288333956,1.8738225785058804,5.7468351876646535,1.4066666666666667,1.018040870989019,0.20729773161123138
0.2,13,length_similarity_window,300,5.27127629936647,4.96873998336423,10.635204555946101,2.1579639567223006,6.52042553563792,1.2533333333333334,1.004337173909291,0.20729773161123138
0.2,13,full_rules_continuous,300,5.363670452627116,5.1701149538497475,10.635204555946101,2.2758062894427877,7.016495225641582,1.24,1.0040704238497689,0.20729773161123138
0.2,14,fifo_mixed_window,300,5.045281656009914,4.770700000000019,9.997933675173478,1.3374411043217875,4.122712429763488,1.6266666666666667,1.0311195276670386,0.1936859102588816
0.2,14,lane_split_window,300,5.076888518084875,4.527391193349658,10.27917904247915,1.7401043824052969,5.888014254527028,1.4533333333333334,1.0162588978147047,0.1936859102588816
0.2,14,length_similarity_window,300,5.2694960766911585,4.7707000000000335,10.381527909265053,1.9522493478693377,6.189159796051895,1.2866666666666666,1.003783230600003,0.1936859102588816
0.2,14,full_rules_continuous,300,5.387647772660348,4.7707000000000335,10.925205479672446,2.109268804431185,6.293679957619213,1.26,1.0034189108137381,0.1936859102588816
0.2,15,fifo_mixed_window,300,5.1314735350581895,4.9669339962023855,9.973503789035284,1.50170482252951,4.605667670875437,1.5666666666666667,1.0343289199574335,0.22346790360038235
0.2,15,lane_split_window,300,5.1483106079911645,4.7707000000000335,10.221121370320114,1.9759655270519443,6.172462966750983,1.46,1.0191659016383603,0.22346790360038235
0.2,15,length_similarity_window,300,5.267617445224669,4.8949377066289514,10.553897368916923,2.1834933698444807,6.4654417443589995,1.2866666666666666,1.0047557097404283,0.22346790360038235
0.2,15,full_rules_continuous,300,5.343110154718401,4.8433138514092775,11.11789488181828,2.2981210210883543,6.875626735649498,1.24,1.0037678584300902,0.22346790360038235
0.2,16,fifo_mixed_window,300,5.044614183340024,5.176134849916025,9.949073436273535,1.3546016865886545,4.761481919815578,1.74,1.0334493532029703,0.20528061490581698
0.2,16,lane_split_window,300,5.394852780699623,4.785196808262572,11.500670967918362,2.171805958772259,7.368330670872087,1.4933333333333334,1.0219721596501499,0.20517918308482608
0.2,16,length_similarity_window,300,5.537791895316542,5.5222488079137975,11.557847532564246,2.368688852867979,7.772577079097252,1.3266666666666667,1.0046646190196944,0.20517918308482608
0.2,16,full_rules_continuous,300,5.846593046126712,5.563539437023724,12.036065401033024,2.759714253119865,8.613284253640398,1.24,1.0033628486075918,0.20517918308482608
0.2,17,fifo_mixed_window,300,5.738063650189968,5.524599999999992,11.749119912061158,1.6268338222400727,5.01871394726481,1.6933333333333334,1.033504797560617,0.18517760495155053
0.2,17,lane_split_window,300,5.7159290186927025,5.452645610111148,11.446059423344115,2.113237660866988,6.372905187846789,1.4133333333333333,1.0189316825186843,0.18517760495155053
0.2,17,length_similarity_window,300,5.8524456284223865,5.462223137494789,11.478616972895702,2.2806924827333632,6.738611339965009,1.2866666666666666,1.0048360371753051,0.18517760495155053
