regime,rescue_alpha,window_size,cooling_tokens,speedup_mean,speedup_std,ttft_s_mean,ttft_s_std,tpot_s_mean,tpot_s_std,p99_latency_s_mean,p99_latency_s_std,accepted_block_mean_mean,accepted_block_mean_std,rouge_l_mean,rouge_l_std,bleu_mean,bleu_std,bertscore_mean,bertscore_std
stoch,0.2,20,20,1.7602092513750425,0.011968418070400104,0.04935893087490524,0.00021100710533856503,0.004144896790540514,1.997475959586757e-05,0.5514355020230233,0.0043334560419947665,6.142431228768838,0.040961351875481625,0.8739045182477885,0.007763790975283681,0.6598910050144535,0.01792953634607582,0.8739045182477885,0.007763790975283681
stoch,0.2,20,50,1.7602092513750425,0.011968418070400104,0.04935893087490524,0.00021100710533856503,0.004144896790540514,1.997475959586757e-05,0.5514355020230233,0.0043334560419947665,6.142431228768838,0.040961351875481625,0.8739045182477885,0.007763790975283681,0.6598910050144535,0.01792953634607582,0.8739045182477885,0.007763790975283681
stoch,0.4,5,10,1.9589697629643077,0.03234573366351828,0.04950657173440429,0.000346196588177808,0.00366019081260126,1.3271132703237192e-05,0.4950868293935374,0.008651470514346097,4.118196891784794,0.059573821088260835,0.8658203774328914,0.008336045724587666,0.6433223770905172,0.005140989873584388,0.8658203774328914,0.008336045724587666
stoch,0.4,5,20,1.9505950584396547,0.02736740484121466,0.049333053173058874,0.00038257184276708426,0.003666590814352686,2.0138791294929042e-05,0.49177617406564184,0.007176091266080048,4.049234857753655,0.02810426938193631,0.871275532190382,0.011602398776174583,0.6482991144453212,0.02635293552982506,0.871275532190382,0.011602398776174583
stoch,0.4,5,50,1.94515030061219,0.010755550001961364,0.04947308555718378,0.00030210398795341056,0.0036599831257121186,1.2314764098907552e-05,0.49935213683279533,0.002418042856781995,3.9468610796664763,0.06596614882018076,0.8684699666295884,0.015196844637488799,0.6430328565322557,0.030349727233767564,0.8684699666295884,0.015196844637488799
stoch,0.4,10,10,1.9438561283563822,0.011512884213117757,0.049343610778908406,0.00018249393064905577,0.0036618452924315316,9.403380614426788e-06,0.49510672052694227,0.009086306730153901,4.129558191875697,0.05825392841934301,0.8753004702461876,0.015134900394069919,0.6607012819805919,0.03426804014899236,0.8753004702461876,0.015134900394069919
stoch,0.4,10,20,1.954822349004239,0.02469301805506646,0.04928522214413121,0.00018618889887541277,0.003659020622648294,2.0891888748892487e-05,0.49461026739029357,0.00620616439624228,4.072659544643958,0.04260798135311261,0.8720132990212524,0.01639124579793604,0.6471498985334422,0.035282244763771384,0.8720132990212524,0.01639124579793604
stoch,0.4,10,50,1.9496508453106869,0.011127776484792315,0.049429065748325805,0.0002984217685121569,0.0036700279805894436,9.01218149383899e-06,0.49725219878002724,0.0042961406410912985,3.9549835502598016,0.04853533117600134,0.8698975395942581,0.015457373678929886,0.647202056998907,0.03681405062094646,0.8698975395942581,0.015457373678929886
stoch,0.4,20,10,1.9433615965297815,0.019079047125104002,0.04945664337952069,0.0002997612274487163,0.0036684874822213573,2.4899388234531132e-05,0.4941344811541323,0.013432835022692022,4.118100037351638,0.04827824319551415,0.8648822848432415,0.007310094662737077,0.6372908639173531,0.021646520366022676,0.8648822848432415,0.007310094662737077
stoch,0.4,20,20,1.9548173834563767,0.020398096052912932,0.04942617712118226,0.00033025457786415853,0.0036600970006991753,1.1840029574735187e-05,0.4945825250371695,0.011644516935836522,4.045426578547649,0.043859640299085616,0.8696291964616771,0.014491565365935507,0.6467769905128149,0.03513264177627293,0.8696291964616771,0.014491565365935507
stoch,0.4,20,50,1.9453992322886993,0.023809362834076128,0.049425117007549216,0.00022129522882019124,0.00366193981709061,1.1514639639969216e-05,0.5006618503786926,0.005003356303502631,3.9570650256738262,0.05027558888078779,0.8703032231580062,0.013079178864783941,0.6461722682187989,0.029977391268003115,0.8703032231580062,0.013079178864783941
stoch,0.6,5,10,1.9586411940836659,0.028355682235693215,0.04944678581747105,0.000289818983648938,0.003684707178117936,1.1343532912912666e-05,0.4984973853322397,0.0034103818612806996,2.437779109294966,0.026577000940107898,0.8735163818116544,0.004851320864181146,0.6543627551824069,0.019591463280147266,0.8735163818116544,0.004851320864181146
stoch,0.6,5,20,1.9513378827093597,0.012526274892172977,0.049495205816955164,0.00027545824973805474,0.003685855914362592,1.2867043845412593e-05,0.49790945081413984,0.003589712418418678,2.4188761404147883,0.027930076369007392,0.8658917659833678,0.010384220749371169,0.6342277914717179,0.027017136725521203,0.8658917659833678,0.010384220749371169
stoch,0.6,5,50,1.9537949720246033,0.022408809860693952,0.04966671626765812,0.00022477305906486798,0.00368890174618573,8.270515878822184e-06,0.5012577194148626,0.0027827818686636087,2.36899659527175,0.060090232705841705,0.8746120583717358,0.007938542963106962,0.6501545092458209,0.02123942094421821,0.8746120583717358,0.007938542963106962
stoch,0.6,10,10,1.944226432586674,0.019808434008330232,0.04953455295635713,0.0005048049313344065,0.0036837229426180647,8.396793477832051e-06,0.5006915334509818,0.0051562103758441774,2.4092803038019097,0.028058150764092925,0.868853635138396,0.009705950077905109,0.6349183068162176,0.018327704545716417,0.868853635138396,0.009705950077905109
stoch,0.6,10,20,1.95036188413956,0.023915852462278644,0.04954985581033035,0.0004327121233322014,0.0036883392215389756,7.5864921611153176e-06,0.5003343756312052,0.004785304096216643,2.398890168321075,0.04007168537199283,0.8708795407595742,0.00749382145713022,0.640999732953053,0.013722001697486259,0.8708795407595742,0.00749382145713022
stoch,0.6,10,50,1.944814712491683,0.023784629128408584,0.049683138843498564,0.0003042085144277035,0.0036857330011676936,1.288804845134942e-05,0.5009156686260008,0.0030920635075751338,2.370678743181917,0.04781126545913379,0.8724095370517506,0.008702602917919704,0.6475447217745726,0.020285963156803078,0.8724095370517506,0.008702602917919704
stoch,0.6,20,10,1.944560224061615,0.01655621689478271,0.049529224860902964,0.00041501808330413786,0.0036820796825944983,7.2452190099351035e-06,0.5008832147758155,0.004129884374607342,2.406590000497842,0.06192526827210689,0.8709924890089518,0.007304054225048465,0.652229931817058,0.007001522836087483,0.8709924890089518,0.007304054225048465
stoch,0.6,20,20,1.947659782036298,0.0177102217314979,0.049577188130123816,0.0002942212028853289,0.003687594104961756,5.790294189303398e-06,0.5018600639315611,0.003134547931231337,2.4043136088554684,0.06935660387437993,0.8720812463583878,0.0059669333484469985,0.650966676074259,0.009482608478263477,0.8720812463583878,0.0059669333484469985
stoch,0.6,20,50,1.9476936166955412,0.01971220033706214,0.04968057429972349,0.00023516291571579415,0.0036890334150326705,7.863075955336006e-06,0.5023594932409909,0.003437079468119627,2.3736568046454534,0.06441812025652154,0.8719605381640978,0.008020569046448791,0.6508331281766017,0.021626714474902567,0.8719605381640978,0.008020569046448791
stoch,0.8,5,10,1.9430238355524476,0.027134751611536202,0.04961308304659509,0.00038965020747652854,0.003673925595618873,1.1547899617649424e-05,0.5008299035075408,0.003999472199153799,2.251946072577266,0.007830439030947272,0.8713564886911384,0.005604947613992061,0.6497797258830375,0.016346808245788436,0.8713564886911384,0.005604947613992061
stoch,0.8,5,20,1.9430238355524476,0.027134751611536202,0.04961308304659509,0.00038965020747652854,0.003673925595618873,1.1547899617649424e-05,0.5008299035075408,0.003999472199153799,2.251946072577266,0.007830439030947272,0.8713564886911384,0.005604947613992061,0.6497797258830375,0.016346808245788436,0.8713564886911384,0.005604947613992061
stoch,0.8,5,50,1.9430238355524476,0.027134751611536202,0.04961308304659509,0.00038965020747652854,0.003673925595618873,1.1547899617649424e-05,0.5008299035075408,0.003999472199153799,2.251946072577266,0.007830439030947272,0.8713564886911384,0.005604947613992061,0.6497797258830375,0.016346808245788436,0.8713564886911384,0.005604947613992061
stoch,0.8,10,10,1.9430238355524476,0.027134751611536202,0.04961308304659509,0.00038965020747652854,0.003673925595618873,1.1547899617649424e-05,0.5008299035075408,0.003999472199153799,2.251946072577266,0.007830439030947272,0.8713564886911384,0.005604947613992061,0.6497797258830375,0.016346808245788436,0.8713564886911384,0.005604947613992061
stoch,0.8,10,20,1.9430238355524476,0.027134751611536202,0.04961308304659509,0.00038965020747652854,0.003673925595618873,1.1547899617649424e-05,0.5008299035075408,0.003999472199153799,2.251946072577266,0.007830439030947272,0.8713564886911384,0.005604947613992061,0.6497797258830375,0.016346808245788436,0.8713564886911384,0.005604947613992061
stoch,0.8,10,50,1.9430238355524476,0.027134751611536202,0.04961308304659509,0.00038965020747652854,0.003673925595618873,1.1547899617649424e-05,0.5008299035075408,0.003999472199153799,2.251946072577266,0.007830439030947272,0.8713564886911384,0.005604947613992061,0.6497797258830375,0.016346808245788436,0.8713564886911384,0.005604947613992061
stoch,0.8,20,10,1.9430238355524476,0.027134751611536202,0.04961308304659509,0.00038965020747652854,0.003673925595618873,1.1547899617649424e-05,0.5008299035075408,0.003999472199153799,2.251946072577266,0.007830439030947272,0.8713564886911384,0.005604947613992061,0.6497797258830375,0.016346808245788436,0.8713564886911384,0.005604947613992061
